School ID,Year,Test Name,# Students Tested,Overall ELA Mean Scale Score,Overall ELA % Did Not Meet,Overall ELA % Partially Met,Overall ELA % Approached,Overall ELA % Met,Overall ELA % Exceeded,Overall ELA % Met or Exceeded,Reading Mean Scale Score,Reading Literary Text % Did Not Yet Meet or Partially Met,Reading Literary Text % Approached,Reading Literary Text % Met or Exceeded,Reading Information % Did Not Yet Meet or Partially Met,Reading Information % Approached,Reading Information % Met or Exceeded,Vocabulary % Did Not Yet Meet or Partially Met,Vocabulary % Approached,Vocabulary % Met or Exceeded,Writing Mean Scale Score,Writing Expression % Did Not Yet Meet or Partially Met,Writing Expression % Approached,Writing Expression % Met or Exceeded,Writing Conventions % Did Not Yet Meet or Partially Met,Writing Conventions % Approached,Writing Conventions % Met or Exceeded
610053,2016,ELA/Literacy Grade 7,114,727,18.40%,21.90%,34.20%,24.60%,0.90%,25.40%,40,44.70%,27.20%,28.10%,46.50%,33.30%,20.20%,55.30%,21.10%,23.70%,29,36.00%,22.80%,41.20%,33.30%,34.20%,32.50%
610054,2016,ELA/Literacy Grade 7,87,729,11.50%,32.20%,36.80%,17.20%,2.30%,19.50%,43,51.70%,17.20%,31.00%,40.20%,33.30%,26.40%,51.70%,21.80%,26.40%,27,49.40%,28.70%,21.80%,46.00%,27.60%,26.40%
610055,2016,ELA/Literacy Grade 7,24,723,29.20%,12.50%,37.50%,20.80%,0.00%,20.80%,38,54.20%,12.50%,33.30%,58.30%,25.00%,16.70%,50.00%,20.80%,29.20%,29,45.80%,25.00%,29.20%,41.70%,33.30%,25.00%
610056,2016,ELA/Literacy Grade 7,34,712,35.30%,35.30%,17.60%,11.80%,0.00%,11.80%,37,61.80%,17.60%,20.60%,52.90%,32.40%,14.70%,67.60%,14.70%,17.60%,22,73.50%,14.70%,11.80%,70.60%,17.60%,11.80%
610057,2016,ELA/Literacy Grade 7,60,722,25.00%,31.70%,25.00%,15.00%,3.30%,18.30%,40,58.30%,23.30%,18.30%,46.70%,30.00%,23.30%,60.00%,15.00%,25.00%,26,51.70%,26.70%,21.70%,46.70%,28.30%,25.00%
610059,2016,ELA/Literacy Grade 7,41,752,12.20%,12.20%,22.00%,31.70%,22.00%,53.70%,50,34.10%,4.90%,61.00%,29.30%,22.00%,48.80%,36.60%,22.00%,41.50%,36,19.50%,14.60%,65.90%,14.60%,19.50%,65.90%
610060,2016,ELA/Literacy Grade 7,57,761,1.80%,5.30%,28.10%,43.90%,21.10%,64.90%,54,12.30%,21.10%,66.70%,15.80%,26.30%,57.90%,22.80%,26.30%,50.90%,37,8.80%,21.10%,70.20%,7.00%,22.80%,70.20%
610062,2016,ELA/Literacy Grade 7,21,752,0.00%,9.50%,42.90%,38.10%,9.50%,47.60%,51,23.80%,28.60%,47.60%,14.30%,52.40%,33.30%,19.00%,28.60%,52.40%,35,14.30%,33.30%,52.40%,9.50%,28.60%,61.90%
610065,2016,ELA/Literacy Grade 7,26,720,23.10%,30.80%,23.10%,23.10%,0.00%,23.10%,36,61.50%,23.10%,15.40%,53.80%,38.50%,7.70%,57.70%,19.20%,23.10%,30,34.60%,26.90%,38.50%,50.00%,19.20%,30.80%
610067,2016,ELA/Literacy Grade 7,58,724,15.50%,36.20%,32.80%,15.50%,0.00%,15.50%,38,60.30%,24.10%,15.50%,63.80%,22.40%,13.80%,63.80%,20.70%,15.50%,29,41.40%,25.90%,32.80%,34.50%,34.50%,31.00%
610068,2016,ELA/Literacy Grade 7,123,729,15.40%,28.50%,35.00%,17.10%,4.10%,21.10%,40,56.10%,24.40%,19.50%,42.30%,35.80%,22.00%,54.50%,26.00%,19.50%,30,39.00%,28.50%,32.50%,30.10%,33.30%,36.60%
610070,2016,ELA/Literacy Grade 7,81,731,19.80%,24.70%,24.70%,21.00%,9.90%,30.90%,43,42.00%,22.20%,35.80%,48.10%,23.50%,28.40%,46.90%,23.50%,29.60%,29,42.00%,21.00%,37.00%,37.00%,25.90%,37.00%
610073,2016,ELA/Literacy Grade 7,30,747,0.00%,26.70%,23.30%,43.30%,6.70%,50.00%,46,36.70%,30.00%,33.30%,33.30%,30.00%,36.70%,36.70%,16.70%,46.70%,36,16.70%,23.30%,60.00%,13.30%,30.00%,56.70%
610074,2016,ELA/Literacy Grade 7,82,714,34.10%,32.90%,20.70%,11.00%,1.20%,12.20%,35,63.40%,18.30%,18.30%,68.30%,23.20%,8.50%,62.20%,23.20%,14.60%,24,62.20%,17.10%,20.70%,59.80%,20.70%,19.50%
610076,2016,ELA/Literacy Grade 7,49,707,40.80%,28.60%,26.50%,4.10%,0.00%,4.10%,35,63.30%,16.30%,20.40%,67.30%,22.40%,10.20%,63.30%,16.30%,20.40%,19,85.70%,8.20%,6.10%,75.50%,16.30%,8.20%
610077,2016,ELA/Literacy Grade 7,76,690,71.10%,15.80%,10.50%,2.60%,0.00%,2.60%,26,90.80%,9.20%,0.00%,92.10%,6.60%,1.30%,82.90%,10.50%,6.60%,17,85.50%,7.90%,6.60%,78.90%,14.50%,6.60%
610078,2016,ELA/Literacy Grade 7,48,757,0.00%,8.30%,37.50%,39.60%,14.60%,54.20%,51,20.80%,29.20%,50.00%,16.70%,33.30%,50.00%,22.90%,41.70%,35.40%,38,8.30%,31.30%,60.40%,0.00%,33.30%,66.70%
610081,2016,ELA/Literacy Grade 7,41,757,2.40%,12.20%,22.00%,46.30%,17.10%,63.40%,55,19.50%,12.20%,68.30%,9.80%,26.80%,63.40%,14.60%,22.00%,63.40%,33,26.80%,19.50%,53.70%,12.20%,34.10%,53.70%
610082,2016,ELA/Literacy Grade 7,112,753,0.90%,10.70%,33.00%,42.00%,13.40%,55.40%,54,15.20%,21.40%,63.40%,15.20%,29.50%,55.40%,17.90%,19.60%,62.50%,33,24.10%,31.30%,44.60%,15.20%,39.30%,45.50%
610084,2016,ELA/Literacy Grade 7,30,780,0.00%,0.00%,0.00%,63.30%,36.70%,100.00%,64,3.30%,10.00%,86.70%,0.00%,10.00%,90.00%,3.30%,3.30%,93.30%,40,0.00%,16.70%,83.30%,0.00%,13.30%,86.70%
610086,2016,ELA/Literacy Grade 7,28,710,39.30%,39.30%,10.70%,10.70%,0.00%,10.70%,36,57.10%,25.00%,17.90%,75.00%,14.30%,10.70%,64.30%,10.70%,25.00%,21,75.00%,17.90%,7.10%,67.90%,28.60%,3.60%
610088,2016,ELA/Literacy Grade 7,76,734,13.20%,18.40%,34.20%,31.60%,2.60%,34.20%,42,43.40%,26.30%,30.30%,38.20%,34.20%,27.60%,56.60%,17.10%,26.30%,32,27.60%,23.70%,48.70%,27.60%,15.80%,56.60%
610089,2016,ELA/Literacy Grade 7,67,743,11.90%,11.90%,28.40%,38.80%,9.00%,47.80%,47,35.80%,13.40%,50.70%,28.40%,35.80%,35.80%,40.30%,23.90%,35.80%,32,26.90%,17.90%,55.20%,19.40%,23.90%,56.70%
610090,2016,ELA/Literacy Grade 7,41,731,7.30%,34.10%,29.30%,26.80%,2.40%,29.30%,44,43.90%,19.50%,36.60%,36.60%,31.70%,31.70%,26.80%,41.50%,31.70%,27,53.70%,24.40%,22.00%,46.30%,26.80%,26.80%
610091,2016,ELA/Literacy Grade 7,35,749,11.40%,2.90%,40.00%,28.60%,17.10%,45.70%,45,20.00%,34.30%,45.70%,42.90%,31.40%,25.70%,48.60%,22.90%,28.60%,38,11.40%,5.70%,82.90%,5.70%,25.70%,68.60%
610092,2016,ELA/Literacy Grade 7,37,711,32.40%,29.70%,35.10%,2.70%,0.00%,2.70%,37,54.10%,24.30%,21.60%,56.80%,37.80%,5.40%,75.70%,13.50%,10.80%,20,81.10%,13.50%,5.40%,81.10%,13.50%,5.40%
610093,2016,ELA/Literacy Grade 7,25,721,16.00%,32.00%,28.00%,24.00%,0.00%,24.00%,40,52.00%,28.00%,20.00%,48.00%,28.00%,24.00%,56.00%,20.00%,24.00%,25,56.00%,24.00%,20.00%,52.00%,32.00%,16.00%
610094,2016,ELA/Literacy Grade 7,36,744,5.60%,22.20%,30.60%,36.10%,5.60%,41.70%,50,30.60%,33.30%,36.10%,19.40%,25.00%,55.60%,13.90%,27.80%,58.30%,30,33.30%,25.00%,41.70%,22.20%,38.90%,38.90%
610095,2016,ELA/Literacy Grade 7,52,736,11.50%,13.50%,44.20%,28.80%,1.90%,30.80%,47,32.70%,23.10%,44.20%,26.90%,40.40%,32.70%,28.80%,19.20%,51.90%,28,44.20%,28.80%,26.90%,40.40%,34.60%,25.00%
610096,2016,ELA/Literacy Grade 7,117,719,26.50%,24.80%,33.30%,14.50%,0.90%,15.40%,39,57.30%,17.90%,24.80%,56.40%,23.90%,19.70%,56.40%,23.90%,19.70%,24,59.00%,18.80%,22.20%,49.60%,32.50%,17.90%
610098,2016,ELA/Literacy Grade 7,103,722,27.20%,26.20%,22.30%,21.40%,2.90%,24.30%,40,52.40%,14.60%,33.00%,52.40%,23.30%,24.30%,50.50%,22.30%,27.20%,26,62.10%,16.50%,21.40%,55.30%,23.30%,21.40%
610099,2016,ELA/Literacy Grade 7,23,757,0.00%,0.00%,26.10%,69.60%,4.30%,73.90%,53,13.00%,30.40%,56.50%,4.30%,26.10%,69.60%,8.70%,39.10%,52.20%,36,13.00%,21.70%,65.20%,0.00%,21.70%,78.30%
610100,2016,ELA/Literacy Grade 7,56,715,28.60%,33.90%,25.00%,12.50%,0.00%,12.50%,38,48.20%,33.90%,17.90%,48.20%,30.40%,21.40%,64.30%,17.90%,17.90%,21,69.60%,19.60%,10.70%,71.40%,17.90%,10.70%
610102,2016,ELA/Literacy Grade 7,47,718,21.30%,36.20%,36.20%,4.30%,2.10%,6.40%,39,66.00%,14.90%,19.10%,46.80%,36.20%,17.00%,59.60%,21.30%,19.10%,24,70.20%,19.10%,10.60%,66.00%,21.30%,12.80%
610103,2016,ELA/Literacy Grade 7,62,710,30.60%,40.30%,25.80%,3.20%,0.00%,3.20%,35,74.20%,16.10%,9.70%,71.00%,24.20%,4.80%,66.10%,17.70%,16.10%,24,75.80%,17.70%,6.50%,66.10%,27.40%,6.50%
610104,2016,ELA/Literacy Grade 7,64,751,6.30%,9.40%,31.30%,39.10%,14.10%,53.10%,50,23.40%,20.30%,56.30%,15.60%,35.90%,48.40%,31.30%,23.40%,45.30%,34,29.70%,12.50%,57.80%,17.20%,23.40%,59.40%
610105,2016,ELA/Literacy Grade 7,46,737,8.70%,13.00%,47.80%,30.40%,0.00%,30.40%,46,39.10%,21.70%,39.10%,26.10%,43.50%,30.40%,32.60%,15.20%,52.20%,31,37.00%,26.10%,37.00%,13.00%,47.80%,39.10%
610106,2016,ELA/Literacy Grade 7,57,719,21.10%,38.60%,19.30%,19.30%,1.80%,21.10%,37,59.60%,26.30%,14.00%,56.10%,26.30%,17.50%,63.20%,19.30%,17.50%,27,59.60%,17.50%,22.80%,50.90%,29.80%,19.30%
610107,2016,ELA/Literacy Grade 7,34,704,50.00%,32.40%,8.80%,8.80%,0.00%,8.80%,32,82.40%,8.80%,8.80%,73.50%,17.60%,8.80%,73.50%,17.60%,8.80%,19,76.50%,14.70%,8.80%,73.50%,17.60%,8.80%
610108,2016,ELA/Literacy Grade 7,42,711,31.00%,38.10%,19.00%,11.90%,0.00%,11.90%,35,66.70%,21.40%,11.90%,66.70%,21.40%,11.90%,59.50%,33.30%,7.10%,23,69.00%,19.00%,11.90%,64.30%,26.20%,9.50%
610109,2016,ELA/Literacy Grade 7,28,752,0.00%,3.60%,46.40%,46.40%,3.60%,50.00%,48,25.00%,28.60%,46.40%,25.00%,32.10%,42.90%,32.10%,28.60%,39.30%,37,3.60%,28.60%,67.90%,3.60%,21.40%,75.00%
610110,2016,ELA/Literacy Grade 7,36,739,8.30%,16.70%,44.40%,27.80%,2.80%,30.60%,45,30.60%,13.90%,55.60%,36.10%,44.40%,19.40%,33.30%,41.70%,25.00%,32,30.60%,25.00%,44.40%,16.70%,44.40%,38.90%
610111,2016,ELA/Literacy Grade 7,44,707,47.70%,22.70%,18.20%,11.40%,0.00%,11.40%,35,79.50%,4.50%,15.90%,59.10%,13.60%,27.30%,61.40%,22.70%,15.90%,19,77.30%,11.40%,11.40%,70.50%,18.20%,11.40%
610112,2016,ELA/Literacy Grade 7,47,711,42.60%,25.50%,17.00%,14.90%,0.00%,14.90%,36,68.10%,14.90%,17.00%,68.10%,23.40%,8.50%,72.30%,8.50%,19.10%,21,74.50%,12.80%,12.80%,70.20%,14.90%,14.90%
610115,2016,ELA/Literacy Grade 7,37,706,40.50%,32.40%,18.90%,8.10%,0.00%,8.10%,35,70.30%,16.20%,13.50%,64.90%,21.60%,13.50%,59.50%,16.20%,24.30%,18,91.90%,2.70%,5.40%,86.50%,8.10%,5.40%
610116,2016,ELA/Literacy Grade 7,29,716,20.70%,44.80%,20.70%,13.80%,0.00%,13.80%,37,69.00%,10.30%,20.70%,51.70%,31.00%,17.20%,62.10%,17.20%,20.70%,24,69.00%,10.30%,20.70%,51.70%,27.60%,20.70%
610117,2016,ELA/Literacy Grade 7,120,726,16.70%,26.70%,36.70%,17.50%,2.50%,20.00%,41,53.30%,20.00%,26.70%,40.00%,36.70%,23.30%,50.80%,28.30%,20.80%,29,48.30%,23.30%,28.30%,37.50%,38.30%,24.20%
610120,2016,ELA/Literacy Grade 7,146,739,8.20%,19.90%,35.60%,30.80%,5.50%,36.30%,45,39.70%,28.10%,32.20%,34.20%,30.10%,35.60%,36.30%,25.30%,38.40%,33,30.10%,24.70%,45.20%,21.90%,36.30%,41.80%
610121,2016,ELA/Literacy Grade 7,58,727,15.50%,27.60%,36.20%,19.00%,1.70%,20.70%,41,44.80%,34.50%,20.70%,44.80%,37.90%,17.20%,41.40%,37.90%,20.70%,28,46.60%,24.10%,29.30%,37.90%,31.00%,31.00%
610122,2016,ELA/Literacy Grade 7,98,730,15.30%,31.60%,23.50%,23.50%,6.10%,29.60%,42,48.00%,17.30%,34.70%,46.90%,24.50%,28.60%,50.00%,15.30%,34.70%,29,49.00%,22.40%,28.60%,35.70%,35.70%,28.60%
610123,2016,ELA/Literacy Grade 7,31,720,32.30%,29.00%,12.90%,22.60%,3.20%,25.80%,39,48.40%,25.80%,25.80%,58.10%,25.80%,16.10%,61.30%,16.10%,22.60%,25,54.80%,16.10%,29.00%,54.80%,25.80%,19.40%
610124,2016,ELA/Literacy Grade 7,44,701,40.90%,40.90%,18.20%,0.00%,0.00%,0.00%,34,75.00%,15.90%,9.10%,68.20%,22.70%,9.10%,65.90%,27.30%,6.80%,16,97.70%,2.30%,0.00%,90.90%,9.10%,0.00%
610125,2016,ELA/Literacy Grade 7,80,750,11.30%,13.80%,21.30%,33.80%,20.00%,53.80%,44,33.80%,18.80%,47.50%,43.80%,18.80%,37.50%,51.30%,21.30%,27.50%,38,17.50%,11.30%,71.30%,13.80%,15.00%,71.30%
610126,2016,ELA/Literacy Grade 7,35,729,5.70%,37.10%,37.10%,20.00%,0.00%,20.00%,41,40.00%,31.40%,28.60%,40.00%,51.40%,8.60%,45.70%,34.30%,20.00%,30,40.00%,37.10%,22.90%,28.60%,45.70%,25.70%
610127,2016,ELA/Literacy Grade 7,78,725,17.90%,30.80%,30.80%,15.40%,5.10%,20.50%,41,55.10%,19.20%,25.60%,44.90%,33.30%,21.80%,47.40%,20.50%,32.10%,26,55.10%,25.60%,19.20%,43.60%,37.20%,19.20%
610128,2016,ELA/Literacy Grade 7,22,734,13.60%,18.20%,31.80%,36.40%,0.00%,36.40%,44,54.50%,13.60%,31.80%,36.40%,22.70%,40.90%,22.70%,31.80%,45.50%,30,31.80%,45.50%,22.70%,36.40%,36.40%,27.30%
610129,2016,ELA/Literacy Grade 7,61,727,23.00%,21.30%,31.10%,19.70%,4.90%,24.60%,39,45.90%,24.60%,29.50%,47.50%,31.10%,21.30%,68.90%,13.10%,18.00%,30,39.30%,16.40%,44.30%,29.50%,29.50%,41.00%
610131,2016,ELA/Literacy Grade 7,11,719,27.30%,36.40%,9.10%,27.30%,0.00%,27.30%,38,54.50%,18.20%,27.30%,63.60%,18.20%,18.20%,54.50%,36.40%,9.10%,25,54.50%,18.20%,27.30%,54.50%,18.20%,27.30%
610133,2016,ELA/Literacy Grade 7,62,724,12.90%,37.10%,37.10%,11.30%,1.60%,12.90%,39,53.20%,25.80%,21.00%,48.40%,40.30%,11.30%,53.20%,24.20%,22.60%,30,38.70%,38.70%,22.60%,32.30%,48.40%,19.40%
610135,2016,ELA/Literacy Grade 7,84,738,6.00%,21.40%,39.30%,32.10%,1.20%,33.30%,45,39.30%,28.60%,32.10%,31.00%,28.60%,40.50%,39.30%,28.60%,32.10%,32,23.80%,34.50%,41.70%,25.00%,32.10%,42.90%
610136,2016,ELA/Literacy Grade 7,10,750,0.00%,20.00%,20.00%,60.00%,0.00%,60.00%,49,30.00%,20.00%,50.00%,40.00%,0.00%,60.00%,20.00%,30.00%,50.00%,36,10.00%,40.00%,50.00%,10.00%,20.00%,70.00%
610137,2016,ELA/Literacy Grade 7,70,735,12.90%,25.70%,31.40%,24.30%,5.70%,30.00%,45,40.00%,24.30%,35.70%,35.70%,25.70%,38.60%,42.90%,24.30%,32.90%,29,41.40%,28.60%,30.00%,35.70%,34.30%,30.00%
610138,2016,ELA/Literacy Grade 7,77,733,14.30%,20.80%,26.00%,36.40%,2.60%,39.00%,44,31.20%,28.60%,40.30%,41.60%,28.60%,29.90%,35.10%,27.30%,37.70%,29,41.60%,22.10%,36.40%,36.40%,20.80%,42.90%
610139,2016,ELA/Literacy Grade 7,20,721,30.00%,20.00%,15.00%,35.00%,0.00%,35.00%,39,40.00%,30.00%,30.00%,55.00%,25.00%,20.00%,60.00%,10.00%,30.00%,25,45.00%,25.00%,30.00%,40.00%,30.00%,30.00%
610141,2016,ELA/Literacy Grade 7,35,765,0.00%,8.60%,28.60%,28.60%,34.30%,62.90%,50,28.60%,22.90%,48.60%,34.30%,14.30%,51.40%,40.00%,17.10%,42.90%,41,11.40%,5.70%,82.90%,11.40%,0.00%,88.60%
610142,2016,ELA/Literacy Grade 7,55,723,32.70%,20.00%,23.60%,16.40%,7.30%,23.60%,39,61.80%,12.70%,25.50%,56.40%,20.00%,23.60%,52.70%,10.90%,36.40%,26,50.90%,16.40%,32.70%,45.50%,23.60%,30.90%
610143,2016,ELA/Literacy Grade 7,21,720,19.00%,33.30%,38.10%,9.50%,0.00%,9.50%,38,71.40%,9.50%,19.00%,52.40%,38.10%,9.50%,57.10%,33.30%,9.50%,26,52.40%,19.00%,28.60%,52.40%,23.80%,23.80%
610144,2016,ELA/Literacy Grade 7,103,728,18.40%,31.10%,26.20%,21.40%,2.90%,24.30%,41,46.60%,27.20%,26.20%,46.60%,27.20%,26.20%,56.30%,25.20%,18.40%,28,43.70%,32.00%,24.30%,35.90%,33.00%,31.10%
610145,2016,ELA/Literacy Grade 7,77,733,6.50%,27.30%,37.70%,27.30%,1.30%,28.60%,45,36.40%,28.60%,35.10%,31.20%,35.10%,33.80%,42.90%,26.00%,31.20%,29,42.90%,41.60%,15.60%,23.40%,54.50%,22.10%
610146,2016,ELA/Literacy Grade 7,26,708,42.30%,34.60%,11.50%,11.50%,0.00%,11.50%,36,76.90%,11.50%,11.50%,65.40%,19.20%,15.40%,65.40%,11.50%,23.10%,19,80.80%,7.70%,11.50%,73.10%,15.40%,11.50%
610147,2016,ELA/Literacy Grade 7,74,751,6.80%,14.90%,28.40%,32.40%,17.60%,50.00%,50,24.30%,20.30%,55.40%,31.10%,20.30%,48.60%,35.10%,18.90%,45.90%,34,24.30%,25.70%,50.00%,14.90%,33.80%,51.40%
610148,2016,ELA/Literacy Grade 7,94,740,12.80%,13.80%,28.70%,40.40%,4.30%,44.70%,43,40.40%,19.10%,40.40%,43.60%,22.30%,34.00%,55.30%,22.30%,22.30%,34,19.10%,22.30%,58.50%,18.10%,23.40%,58.50%
610152,2016,ELA/Literacy Grade 7,28,727,7.10%,35.70%,42.90%,14.30%,0.00%,14.30%,42,53.60%,25.00%,21.40%,57.10%,35.70%,7.10%,21.40%,39.30%,39.30%,28,53.60%,28.60%,17.90%,53.60%,28.60%,17.90%
610153,2016,ELA/Literacy Grade 7,25,720,20.00%,32.00%,28.00%,20.00%,0.00%,20.00%,36,72.00%,8.00%,20.00%,52.00%,40.00%,8.00%,68.00%,20.00%,12.00%,29,40.00%,32.00%,28.00%,40.00%,40.00%,20.00%
610155,2016,ELA/Literacy Grade 7,69,754,7.20%,5.80%,36.20%,37.70%,13.00%,50.70%,52,23.20%,23.20%,53.60%,17.40%,26.10%,56.50%,20.30%,20.30%,59.40%,34,18.80%,26.10%,55.10%,11.60%,24.60%,63.80%
610157,2016,ELA/Literacy Grade 7,201,727,21.40%,24.90%,29.40%,20.90%,3.50%,24.40%,42,45.80%,19.90%,34.30%,42.30%,30.80%,26.90%,52.70%,21.90%,25.40%,27,50.20%,22.90%,26.90%,47.30%,26.90%,25.90%
610158,2016,ELA/Literacy Grade 7,45,722,24.40%,22.20%,35.60%,15.60%,2.20%,17.80%,40,46.70%,20.00%,33.30%,53.30%,20.00%,26.70%,53.30%,20.00%,26.70%,27,51.10%,33.30%,15.60%,44.40%,31.10%,24.40%
610159,2016,ELA/Literacy Grade 7,80,736,15.00%,17.50%,36.30%,26.30%,5.00%,31.30%,44,37.50%,23.80%,38.80%,35.00%,35.00%,30.00%,41.30%,26.30%,32.50%,31,31.30%,36.30%,32.50%,26.30%,36.30%,37.50%
610167,2016,ELA/Literacy Grade 7,81,718,27.20%,30.90%,23.50%,16.00%,2.50%,18.50%,38,67.90%,12.30%,19.80%,55.60%,27.20%,17.30%,60.50%,18.50%,21.00%,25,59.30%,17.30%,23.50%,45.70%,32.10%,22.20%
610170,2016,ELA/Literacy Grade 7,121,730,19.80%,20.70%,28.90%,24.00%,6.60%,30.60%,41,47.10%,19.80%,33.10%,46.30%,27.30%,26.40%,52.90%,21.50%,25.60%,30,39.70%,23.10%,37.20%,33.90%,26.40%,39.70%
610171,2016,ELA/Literacy Grade 7,70,695,62.90%,21.40%,12.90%,2.90%,0.00%,2.90%,30,78.60%,10.00%,11.40%,80.00%,17.10%,2.90%,78.60%,17.10%,4.30%,15,87.10%,10.00%,2.90%,88.60%,8.60%,2.90%
610172,2016,ELA/Literacy Grade 7,32,710,34.40%,34.40%,25.00%,6.30%,0.00%,6.30%,37,53.10%,18.80%,28.10%,75.00%,15.60%,9.40%,53.10%,15.60%,31.30%,20,84.40%,6.30%,9.40%,84.40%,6.30%,9.40%
610173,2016,ELA/Literacy Grade 7,24,735,12.50%,12.50%,50.00%,16.70%,8.30%,25.00%,42,50.00%,33.30%,16.70%,45.80%,33.30%,20.80%,37.50%,20.80%,41.70%,32,29.20%,29.20%,41.70%,37.50%,16.70%,45.80%
610176,2016,ELA/Literacy Grade 7,41,712,31.70%,36.60%,24.40%,7.30%,0.00%,7.30%,37,68.30%,19.50%,12.20%,58.50%,29.30%,12.20%,61.00%,24.40%,14.60%,22,75.60%,22.00%,2.40%,63.40%,34.10%,2.40%
610177,2016,ELA/Literacy Grade 7,65,798,0.00%,3.10%,0.00%,23.10%,73.80%,96.90%,69,1.50%,3.10%,95.40%,3.10%,1.50%,95.40%,1.50%,9.20%,89.20%,45,3.10%,1.50%,95.40%,3.10%,0.00%,96.90%
610178,2016,ELA/Literacy Grade 7,17,710,35.30%,29.40%,29.40%,5.90%,0.00%,5.90%,36,47.10%,35.30%,17.60%,64.70%,17.60%,17.60%,58.80%,29.40%,11.80%,22,76.50%,11.80%,11.80%,64.70%,23.50%,11.80%
610179,2016,ELA/Literacy Grade 7,112,729,17.90%,25.00%,29.50%,24.10%,3.60%,27.70%,42,50.00%,20.50%,29.50%,42.90%,32.10%,25.00%,49.10%,21.40%,29.50%,28,45.50%,19.60%,34.80%,38.40%,25.00%,36.60%
610180,2016,ELA/Literacy Grade 7,30,709,43.30%,26.70%,16.70%,13.30%,0.00%,13.30%,34,70.00%,23.30%,6.70%,63.30%,23.30%,13.30%,70.00%,10.00%,20.00%,23,66.70%,20.00%,13.30%,60.00%,23.30%,16.70%
610182,2016,ELA/Literacy Grade 7,34,774,2.90%,5.90%,11.80%,41.20%,38.20%,79.40%,59,14.70%,11.80%,73.50%,8.80%,20.60%,70.60%,11.80%,5.90%,82.40%,41,8.80%,11.80%,79.40%,8.80%,5.90%,85.30%
610183,2016,ELA/Literacy Grade 7,74,711,27.00%,44.60%,24.30%,2.70%,1.40%,4.10%,36,60.80%,31.10%,8.10%,67.60%,23.00%,9.50%,63.50%,23.00%,13.50%,22,77.00%,17.60%,5.40%,63.50%,32.40%,4.10%
610184,2016,ELA/Literacy Grade 7,57,708,38.60%,31.60%,22.80%,7.00%,0.00%,7.00%,35,63.20%,21.10%,15.80%,68.40%,21.10%,10.50%,68.40%,14.00%,17.50%,21,77.20%,21.10%,1.80%,73.70%,21.10%,5.30%
610185,2016,ELA/Literacy Grade 7,133,729,16.50%,25.60%,30.80%,24.80%,2.30%,27.10%,42,44.40%,25.60%,30.10%,43.60%,31.60%,24.80%,41.40%,30.10%,28.60%,29,43.60%,24.10%,32.30%,36.10%,29.30%,34.60%
610188,2016,ELA/Literacy Grade 7,24,719,16.70%,41.70%,29.20%,12.50%,0.00%,12.50%,38,50.00%,25.00%,25.00%,58.30%,29.20%,12.50%,54.20%,29.20%,16.70%,27,62.50%,25.00%,12.50%,41.70%,54.20%,4.20%
610191,2016,ELA/Literacy Grade 7,56,769,1.80%,8.90%,8.90%,53.60%,26.80%,80.40%,53,16.10%,21.40%,62.50%,14.30%,23.20%,62.50%,19.60%,23.20%,57.10%,42,8.90%,3.60%,87.50%,7.10%,3.60%,89.30%
610192,2016,ELA/Literacy Grade 7,78,697,47.40%,39.70%,11.50%,1.30%,0.00%,1.30%,31,74.40%,17.90%,7.70%,80.80%,15.40%,3.80%,85.90%,12.80%,1.30%,17,87.20%,12.80%,0.00%,83.30%,14.10%,2.60%
610193,2016,ELA/Literacy Grade 7,42,718,19.00%,31.00%,45.20%,4.80%,0.00%,4.80%,38,57.10%,23.80%,19.00%,52.40%,38.10%,9.50%,40.50%,45.20%,14.30%,26,61.90%,23.80%,14.30%,47.60%,42.90%,9.50%
610194,2016,ELA/Literacy Grade 7,28,724,17.90%,32.10%,32.10%,17.90%,0.00%,17.90%,41,42.90%,21.40%,35.70%,50.00%,32.10%,17.90%,57.10%,25.00%,17.90%,26,53.60%,35.70%,10.70%,46.40%,39.30%,14.30%
610195,2016,ELA/Literacy Grade 7,57,737,8.80%,31.60%,22.80%,29.80%,7.00%,36.80%,47,33.30%,28.10%,38.60%,35.10%,28.10%,36.80%,36.80%,15.80%,47.40%,28,50.90%,15.80%,33.30%,38.60%,26.30%,35.10%
610196,2016,ELA/Literacy Grade 7,62,740,14.50%,17.70%,25.80%,33.90%,8.10%,41.90%,45,41.90%,19.40%,38.70%,35.50%,27.40%,37.10%,37.10%,29.00%,33.90%,33,30.60%,24.20%,45.20%,24.20%,30.60%,45.20%
610197,2016,ELA/Literacy Grade 7,46,729,17.40%,23.90%,32.60%,23.90%,2.20%,26.10%,41,47.80%,28.30%,23.90%,47.80%,30.40%,21.70%,56.50%,19.60%,23.90%,30,37.00%,21.70%,41.30%,30.40%,43.50%,26.10%
610198,2016,ELA/Literacy Grade 7,23,716,39.10%,13.00%,21.70%,26.10%,0.00%,26.10%,38,60.90%,13.00%,26.10%,52.20%,30.40%,17.40%,56.50%,21.70%,21.70%,24,56.50%,21.70%,21.70%,47.80%,26.10%,26.10%
610199,2016,ELA/Literacy Grade 7,26,732,3.80%,26.90%,53.80%,15.40%,0.00%,15.40%,44,26.90%,38.50%,34.60%,38.50%,46.20%,15.40%,34.60%,26.90%,38.50%,30,46.20%,30.80%,23.10%,30.80%,50.00%,19.20%
